scientific_name.x,collapsed_name,dispersal_km,dispersal_checked,source_dispersal,dispersal.original.value,dispersal.original.units,Migration_km,migration_checked,Migration_source,migration.original.value,migration.original.units,mean.hra.m2,home_range_checked,source_hra,hra.original.value,hra.original.unit,Mass_kg,Mass_source,mass checked,number_traits_completed,person,diet,diet_broadest_cat,diet source,media_air_water_land,media_simplified,medium source,media_dispersal_air_land_aquatic_marine,media_migration_air_land_aquatic_marine,media_home range_air_land_aquatic_marine,Migration_km,geographic_range_km2,geographic unit source,IUCN
Lemmus sibiricus,lemmussibiricus,0.25,SDS,Rodgers_1990,,,5.4,CJL,Hein_Gillooly_2011,5.4,km,18080,SDS,Rodgers&Lewis_1986,1.808,ha,0.09214,Tamburello_etal,sds,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,5.4,11322468,IUCN (estimated extent of occurrence),
Isurus oxyrinchus,isurusoxyrinchus,4543,DM,Jenkins_et_al_2007,4543000,m,2400,CJL,Hein_Gillooly_2011,2400,km,1.04E+09,SDS - avg of daily movements table,Rogers_et_al_2015,36.39,km,58,Hein_Gillooly_2011,sds,4,MG,Carnivore,Carnivore,EOL,swimming,water,Hirt_etal,,,,2400,,,
Setophaga kirtlandii,setophagakirtlandii,2.2,CJL - changed value,Berger_Radabaugh_1968,weighted average of return distances on pages 172 & 174,yards and miles,1900,CJL,Hein_Gillooly_2011,1900,km,33993.6,SDS,Schoener_1968,8.4,acres,0.014,Schoener_1968,sds,4,MG,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,,,,,,,1900,237000,IUCN (estimated extent of occurrence),
Ursus americanus,ursusamericanus,25.6775,DM - changed to Whitmee and Ormee 2012 only,Rogers (1987); Whitmee and Ormee (2012),25.6775,linear km,140,CJL,Hein_Gillooly_2011,140,km,22850000,CJL,Swithart_etal_1988,2285,ha,100,Hein_Gillooly_2011,sds,4,,Omnivore/Herbivore/Carnivore,Omnivore,EOL,running,,Hirt_etal,,,,140,,,
Acrocephalus scirpaceus,acrocephalusscirpaceus,11,MG,Bulyuk_et_al_2000,Weighted average of post-fledging dispersal,,6000,CJL,Hein_Gillooly_2011,6000,km,15700,SDS,Andueza_etal_2015,1.57,ha,0.011,Hein_Gillooly_2011,sds,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,,,,,,,6000,38000000,IUCN (estimated extent of occurrence),
Alces alces,alcesalces,118,CJL,Santini_2013,118,km (max),200,CJL,Hein_Gillooly_2011,200,km,93825308.27,DM,Tamburello_etal,93825308.27,m2,307.22744,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,200,,,
Antilocapra americana,antilocapraamericana,54.21,CJL - changed value,Santini_2013,54.21,km (mean),260,CJL,Hein_Gillooly_2011,260,km,10125348.97,DM,Tamburello_etal,10125348.97,m2,46.0999,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,260,,,
Apodemus sylvaticus,apodemussylvaticus,0.5,DM,Jenkins_et_al_2007,500,m,0,SDS,Kikkawa_1964,resident,km,13052.09,DM,Tamburello_etal,13052.09,m2,0.0212,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,11314418,IUCN (estimated extent of occurrence),
Capreolus capreolus,capreoluscapreolus,2.12,CJL - changed value,Santini_2013,2.12,km (mean),84,CJL,Hein_Gillooly_2011,84,km,674636.76,DM,Tamburello_etal,674636.76,m2,24.05027,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,84,,,
Cervus elaphus,cervuselaphus,20,CJL - changed value,Santini_2013,20,km (max),24.95,CJL - changed source,Meisingset_etal_2018,average of male (28.8) and female (21.1) migration distances,km,74865201.87,DM,Tamburello_etal,74865201.87,m2,234.75778,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,24.95,>20000,IUCN (estimated extent of occurrence),
Cervus nippon,cervusnippon,1.6,MG,Davidson_1973,1.6,km (this dispersal value is in New Zealand),100,CJL,Hein_Gillooly_2011,100,km,851490.88,DM,Tamburello_etal,851490.88,m2,29.45032,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,100,,,
Coracias garrulus,coraciasgarrulus,0.6085,CJL,Rodriguez_ruiz_et_al_2019,608.5,m,10000,CJL,Hein_Gillooly_2011,10000,km,1000000,DM,Tamburello_etal,1000000,m2,0.103,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,10000,19900000,IUCN (estimated extent of occurrence),
Dipodomys merriami,dipodomysmerriami,0.05,CJL - changed value,Santini_2013,0.05,km  = mean (weighted by m/f numbers),0,CF-changed source,May_2004,remain in burrows year round,NA,7374.8,DM,Tamburello_etal,7374.8,m2,0.04182,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,2472799,IUCN (estimated extent of occurrence),
Dipodomys spectabilis,dipodomysspectabilis,0.86,CJL - changed value,Santini_2013,0.86,km (max),0,CF-changed source,Cooper_2007,home ranges change in size but not location throughout the year,NA,3008.5,DM,Tamburello_etal,3008.5,m2,0.14458,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,1168386,IUCN (estimated extent of occurrence),
Dipodomys stephensi,dipodomysstephensi,0.037,CJL - changed value,Santini_2013,0.037,km  = mean (weighted by m/f numbers),0,CF-changed source,IUCN,home ranges stable over time,NA,1480.44,DM,Tamburello_etal,1480.44,m2,0.0762,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,9620.06,IUCN (estimated extent of occurrence),
Fringilla coelebs,fringillacoelebs,22.6,DM,Jenkins_et_al_2007,22600,m,5000,CJL,Hein_Gillooly_2011,5000,km,42000,DM,Tamburello_etal,42000,m2,0.02325,Tamburello_etal,yes,4,,Omnivore/Invertivore,Omnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,5000,9660000,IUCN (estimated extent of occurrence),
Gulo gulo,gulogulo,55,CJL - changed value,Santini_2013,55,km  = mean (weighted by m/f numbers),0,CJL - changed source,Beauvais_Johnson_2004,"""non-migratory""",km,361917847.3,DM,Tamburello_etal,361917847.3,m2,21.54567,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Helogale parvula,helogaleparvula,0.5,CJL,Santini_2013,0.5,km (median),0,CF-changed source,Rood_1990,permanent territories,km,281838.29,DM,Tamburello_etal,281838.29,m2,0.28184,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Lanius collurio,laniuscollurio,0.28,MG,Pasinelli_et_al_2007,374 m and 186 m,m (breeding dispersal females and males),11000,CJL,Hein_Gillooly_2011,11000,km,15782.72,DM,Tamburello_etal,15782.72,m2,0.03,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,11000,8030000,IUCN (estimated extent of occurrence),
Lepus americanus,lepusamericanus,7.177,CJL - changed value,Santini_2013,7.177,km (mean),0,CF-changed source,O'Farrell,home ranges are year round,NA,32716.74,DM,Tamburello_etal,32716.74,m2,1.36079,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,18525598,IUCN (estimated extent of occurrence),
Lepus californicus,lepuscalifornicus,45.061,CJL - changed value,Santini_2013,45.061,km (max),35,CJL,Hein_Gillooly_2011,35,km,1592758.75,DM,Tamburello_etal,1592758.75,m2,2.26798,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,35,6032346,IUCN (estimated extent of occurrence),
Lepus europaeus,lepuseuropaeus,2.057,CJL - changed value,Santini_2013,2.057,km (median),0,CJL - changed source,Kunst_etal_2001,"""non-migratory""",km,286615.72,DM,Tamburello_etal,286615.72,m2,5.25001,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Lepus timidus,lepustimidus,3,CJL,Santini_2013,3,km (median),10,CJL,Hein_Gillooly_2011,10,km,453241.85,DM,Tamburello_etal,453241.85,m2,2.82501,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,10,52583508,IUCN (estimated extent of occurrence),
Lynx canadensis,lynxcanadensis,88,CJL - changed value,Santini_2013,88,km (median),0,CJL - changed source,IUCN,"""not a migrant""",km,82748475.24,DM,Tamburello_etal,82748475.24,m2,10.20587,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Lynx lynx,lynxlynx,39.6,CJL - changed value,Santini_2013,39.6,km (weighted mean of 2 studies),0,CF-changed source,mt.gov,desn't migrate,NA,181042275.7,DM,Tamburello_etal,181042275.7,m2,29.99991,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,42765298,IUCN (estimated extent of occurrence),
Lynx rufus,lynxrufus,58.71,CJL - changed value,Santini_2013,58.71,km (weighted mean of 4 studies),0,CF-changed source,Chamberlain_2003,yar round home ranges,NA,39877690.65,DM,Tamburello_etal,39877690.65,m2,11.33992,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Macropus fuliginosus,macropusfuliginosus,85,CJL - changed value,Santini_2013,85,km (max),0,CF-changed source,ADW,consistent home ranges,NA,3236532.71,DM,Tamburello_etal,3236532.71,m2,22.12483,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Marmota flaviventris,marmotaflaviventris,0.95,CJL,Santini_2013,0.95,km (average of m and f medians),0,CF-changed source,Armit_2009,24 of 793 marmots moved homeranges seasonally,NA,56963.94,DM,Tamburello_etal,56963.94,m2,3.40197,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,2604302,IUCN (estimated extent of occurrence),
Marmota monax,marmotamonax,0.768,CJL - changed value,Santini_2013,0.768,km (max),0,CF-changed source,Zervanos_2010,hibernate in winter,NA,165390.29,DM,Tamburello_etal,165390.29,m2,3.40197,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,13097672,IUCN (estimated extent of occurrence),
Martes americana,martesamericana,8.137,CJL - changed value,Santini_2013,8.137,km (weighed mean of 4 studies),0,CF-changed source,http://www.sibr.com/mammals/M154.html,non-migratory,NA,7066103.59,DM,Tamburello_etal,7066103.59,m2,0.88349,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,>2500000,IUCN (estimated extent of occurrence),
Martes pennanti,martespennanti,24.23,CJL - changed value,Santini_2013,24.23,km (weighed mean of 5 studies),0,CJL - changed source,Ahlborn_2005,"""non-migratory""",km,16755600.61,DM,Tamburello_etal,16755600.61,m2,3.17519,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Microtus agrestis,microtusagrestis,0.0485,CJL - changed value,Santini_2013,0.0485,km (weighted mean of m/f),0,CF-changed source,Erlinge_1990,year round home range,NA,700.42,DM,Tamburello_etal,700.42,m2,0.038,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,20519421,IUCN (estimated extent of occurrence),
Microtus ochrogaster,microtusochrogaster,0.0205,CJL,Santini_2013,0.0205,km (average of m and f medians),0,CF-changed source,Getz_2005,home rnages fluctuate in size but are maintined all year,NA,674.47,DM,Tamburello_etal,674.47,m2,0.03544,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,3901131,IUCN (estimated extent of occurrence),
Microtus pennsylvanicus,microtuspennsylvanicus,1.2,CJL - changed value,Santini_2013,1.2,km (max),0,CF-changed source,Webster_1981,colonies remain in place year round,NA,411.74,DM,Tamburello_etal,411.74,m2,0.04961,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,22166738,IUCN (estimated extent of occurrence),
Motacilla flava,motacillaflava,35.5,DM,Jenkins_et_al_2007,35500,m,8000,CJL,Hein_Gillooly_2011,8000,km,10117.13,DM,Tamburello_etal,10117.13,m2,0.0175,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,8000,40900000,IUCN (estimated extent of occurrence),
Muscicapa striata,muscicapastriata,48,DM,Jenkins_et_al_2007,48000,m,13000,CJL,Hein_Gillooly_2011,13000,km,10000,DM,Tamburello_etal,10000,m2,0.0128,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,13000,20600000,IUCN (estimated extent of occurrence),
Mustela erminea,mustelaerminea,5.6,DM,Jenkins_et_al_2007,5600,m,0,CJL - changed source,IUCN,"""not a migrant""",km,1323244.2,DM,Tamburello_etal,1323244.2,m2,0.27054,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Neotoma cinerea,neotomacinerea,2.2,CJL,Santini_2013,2.2,km (max),0,CF-changed source,ADW,maintain the smae nests and middens trhoughout the year,NA,47616.78,DM,Tamburello_etal,47616.78,m2,0.39548,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,4989974,IUCN (estimated extent of occurrence),
Ochotona princeps,ochotonaprinceps,0.09,CJL,Santini_2013,0.09,km (mean),0,CF-changed source,Huntly_1981,switch to eating hay stocks in winter,NA,1866.34,DM,Tamburello_etal,1866.34,m2,0.1465,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Odocoileus hemionus,odocoileushemionus,6.75,CJL - changed value,Santini_2013,6.75,km (weighted mean of m/f),160,CJL,Hein_Gillooly_2011,160,km,35072764.57,DM,Tamburello_etal,35072764.57,m2,53.86417,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,160,,,
Odocoileus virginianus,odocoileusvirginianus,11.69,CJL - changed value,Santini_2013,11.69,km (weighted mean of 4 studies),52,CJL,Hein_Gillooly_2011,52,km,2488341.6,DM,Tamburello_etal,2488341.6,m2,87.88404,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,52,,,
Oenanthe oenanthe,oenantheoenanthe,95.6,DM,Jenkins_et_al_2007,95600,m,1400,CJL,Hein_Gillooly_2011,1400,km,15378.03,DM,Tamburello_etal,15378.03,m2,0.0252,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,1400,19300000,IUCN (estimated extent of occurrence),
Onychomys torridus,onychomystorridus,0.329,DM,Jenkins_et_al_2007,329,m,0,SDS - changed source,O'Farrell_1974,resident,km,25945.38,DM,Tamburello_etal,25945.38,m2,0.022,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,1055420,IUCN (estimated extent of occurrence),
Oryctolagus cuniculus,oryctolaguscuniculus,0.535,CJL,Santini_2013,0.535,km (mean),0,CF-changed source,Kolb_1991,remain in same sets of burrows year round,NA,62999.92,DM,Tamburello_etal,62999.92,m2,1.6,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,756308,IUCN (estimated extent of occurrence),
Otospermophilus beecheyi,otospermophilusbeecheyi,1.88,CJL - changed value,Santini_2013,1.88,km (max),0,CF-changed source,ADW,may hibernate but stay in burrows year round,NA,518.84,SDS - listed under synonym,Tamburello_etal,518.84,m2,0.72575,Tamburello_etal,sds,4,,Invertivore/Frugivore/Granivore,Invertivore,EOL,,,,,,,0,755384,IUCN (estimated extent of occurrence),
Ovis canadensis,oviscanadensis,12.28,DM,Prugh_etal,12.28,km,40,CJL,Hein_Gillooly_2011,40,km,27544823.89,DM,Tamburello_etal,27544823.89,m2,90.71936,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,40,,,
Phoenicurus phoenicurus,phoenicurusphoenicurus,36,DM,Jenkins_et_al_2007,36000,m,6000,CJL,Hein_Gillooly_2011,6000,km,4500,DM,Tamburello_etal,4500,m2,0.01521,Tamburello_etal,yes,4,,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,6000,20300000,IUCN (estimated extent of occurrence),
Puma concolor,pumaconcolor,88.32,CJL - changed value,Santini_2013,88.32,km (weighted mean of 8 studies),50,CJL,Hein_Gillooly_2011,50,km,312003883.7,DM,Tamburello_etal,312003883.7,m2,89.99948,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,50,,,
Rangifer tarandus,rangifertarandus,39,CJL - changed value and source,van_Oort_2005,39,km,1200,CJL,Hein_Gillooly_2011,1200,km,3550830977,DM,Tamburello_etal,3550830977,m2,102.05869,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,1200,,,
Sciurus carolinensis,sciuruscarolinensis,100,CJL - changed value,Santini_2013,100,km (max),0,SDS - changed source,Thompson_1977,resident,km,4900.04,DM,Tamburello_etal,4900.04,m2,0.625,Mace_Harvey_1983,sds,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,7077743,IUCN (estimated extent of occurrence),
Sciurus niger,sciurusniger,0.6,CJL - changed value,Santini_2013,0.6,km (median),0,SDS - changed source,Wassmer_Refinetti_2016,resident,km,128265.54,DM,Tamburello_etal,128265.54,m2,0.95299,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,wallking - land,land,Tamburello_etal,,,,0,6358940,IUCN (estimated extent of occurrence),
Sciurus vulgaris,sciurusvulgaris,0.705,CJL - changed value,Santini_2013,0.705,km (weighted mean of 2 studies),0,CJL - changed source,Longru_etal_2010,"""non-migratory""",km,74908.31,DM,Tamburello_etal,74908.31,m2,0.3275,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,41257639,IUCN (estimated extent of occurrence),
Streptopelia turtur,streptopeliaturtur,30.4,DM,Jenkins_et_al_2007,30400,m,6000,CJL,Hein_Gillooly_2011,6000,km,63585000,DM,Tamburello_etal,63585000,m2,0.14033,Tamburello_etal,yes,4,,Herbivore/Granivore,Herbivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,6000,7080000,IUCN (estimated extent of occurrence),
Sylvilagus floridanus,sylvilagusfloridanus,3.9,DM,Jenkins_et_al_2007,3900,m,0,SDS - changed source,Schribner_Warren_1990,,km,28920.11,DM,Tamburello_etal,28920.11,m2,1.36079,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,19065866,IUCN (estimated extent of occurrence),
Tamiasciurus hudsonicus,tamiasciurushudsonicus,0.09,CJL - changed value,Santini_2013,0.09,km (mean),0,SDS - changed source,Lane_1954,,km,4753.35,DM,Tamburello_etal,4753.35,m2,0.22396,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,18867865,IUCN (estimated extent of occurrence),
Taxidea taxus,taxideataxus,22.82,CJL - changed value,Santini_2013,22.82,km (weighted mean of m/f),0,CJL - changed source,Gonzales_1997,non-migratory,,3808816.06,DM,Tamburello_etal,3808816.06,m2,8.61827,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Trichosurus vulpecula,trichosurusvulpecula,5.4,CJL,Santini_2013,5.4,km (weighted mean of 2 studies),0,CF-changed source,Green_1986,generally maintained same dens over the 3 year period of study,NA,50134.88,DM,Tamburello_etal,50134.88,m2,2.87501,Tamburello_etal,yes,4,,Herbivore,Herbivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Upupa epops,upupaepops,1.41,CJL - changed value,Botsch_etal_2012,"1.41 - weighted average of 118 females, 115 males",km,5000,CJL,Hein_Gillooly_2011,5000,km,12560000,DM,Tamburello_etal,12560000,m2,0.067,Tamburello_etal,yes,4,SDS,Carnivore/Invertivore,Carnivore,Pigot_etal_2020,flying - air,air,Tamburello_etal,,,,5000,97000000,IUCN (estimated extent of occurrence),
Urocitellus columbianus,Urocitelluscolumbianus,1.9,CJL - changed value,Santini_2013,1.9,km (average of m/f median values),0,CF-changed source,Dobson_2011,hibernate in place over the winter,NA,535.5,SDS - listed under synonym,Tamburello_etal,535.5,m2,0.57834,Tamburello_etal,sds,4,,Herbivore/Granivore/Frugivore,Herbivore,EOL,,,,,,,0,663159,IUCN (estimated extent of occurrence),
Vulpes velox,vulpesvelox,19.2,CJL - changed value,Santini_2013,19.2,km (median),0,CF-changed source,Butler_2019,ranges change size but remain in place year round,NA,5495408.74,DM,Tamburello_etal,5495408.74,m2,2.0893,Tamburello_etal,yes,4,,Carnivore,Carnivore,Tamburello_etal,walking - land,land,Tamburello_etal,,,,0,,,
Prionace glauca,prionaceglauca,7870,DM,Jenkins_et_al_2007,7871000,m,3200,CJL,Hein_Gillooly_2011,3200,km,1.64E+12,SDS - measured from map,Vandeperre_2014,1640000,km2,70,Nakano_2003,yes- Hein_Gillooly_2011 had 6.7kg- clearly an order of magnitude off,4,CF,Carnivore,Carnivore,EOL,,,,,,,3200,,,
Physeter catodon,physetercatodon,4000,CJL,Jenkins_et_al_2007,4000000,m,5000,CJL,Hein_Gillooly_2011,5000,km,3.14E+12,SDS - hr spanned 2000 km,Whitehead_2008,2000,km,45000,Hein_Gillooly_2011,yes,4,MG,Omnivore/Carnivore,Omnivore,EOL,,,,,,,5000,,,
Corvus corax,corvuscorax,11.48,DM,Jenkins_et_al_2007,11480,m,0,MG,Heldbjerg_Fox_2008,Sedentary,,9388707,SDS,Schoener_1968,2320,acres,1.134,Armstrong_1965,sds,4,MG,Omnivore/Omnivore,Omnivore,Pigot_etal_2020,,,,,,,0,137000000,IUCN (estimated extent of occurrence),
Falcipennis canadensis,falcipenniscanadensis,1.73,MG,Barrowclough_Schroeder_2016,The mean distance dispersed by females (2.33 km) was twice that of males (1.13 km),,3.98,CJL - changed value,Herzog_Keppie_1980,mean of distances in Table 2,km,227000,CJL - values was 118289.61 from an unfindable citation,Lycke_et_al_2011,22.7,ha,0.456,Zammuto_1986,sds,4,SDS,Herbivore,Herbivore,Pigot_etal_2020,,,,,,,3.98,11000000,IUCN (estimated extent of occurrence),
Lagopus leucura,Lagopus leucura,29,DM,Jenkins_et_al_2007,29000,m,5.47,CJL - changed value,Hoffman_1975,weighted mean of age/sex classes: ((16*6.8)+(6.5*17)+(1.4*6)+(3.1*6))/(16+17+6+6),km,1.03E+04,MG - value was 2400000,Giesen_Braun_1992,1.03,Km2,0.3875,EOL,sds,4,SDS,Herbivore/Herbivore terrestrial,Herbivore,Pigot_etal_2020,,,,,,,5.47,4550000,IUCN (estimated extent of occurrence),
Falco tinnunculus,falcotinnunculus,158.8,DM ,Jenkins_et_al_2007,158800,m,2125.3,CJL,Holte_etal_2016,mean of largest migratory distances reported for three adults,km,3.00E+06,DM,makarieva_etal_2005,300,ha,0.2,makarieva_etal_2005,yes,4,SDS,Carnivore/Vertivore,Carnivore,Pigot_etal_2020,,,,,,,2125.3,106000000,IUCN (estimated extent of occurrence),
